date,nav
2023-06-27,78.15010
2023-06-26,77.80000
2023-06-23,77.64830
2023-06-22,78.33750
2023-06-21,79.29990
2023-06-20,79.25900
2023-06-19,79.33490
2023-06-16,79.38260
2023-06-15,78.52730
2023-06-14,77.96510
2023-06-13,77.95650
2023-06-12,77.42860
2023-06-09,76.92040
2023-06-08,76.83570
2023-06-07,77.60090
2023-06-06,76.56040
2023-06-05,76.14440
2023-06-02,76.11860
2023-06-01,75.94640
2023-05-31,75.57680
2023-05-30,75.62530
2023-05-29,75.57850
2023-05-26,75.25490
2023-05-25,74.21470
2023-05-24,73.90940
2023-05-23,74.11110
2023-05-22,73.76220
2023-05-19,73.29150
2023-05-18,73.05670
2023-05-17,73.25580
2023-05-16,73.87300
2023-05-15,73.92060
2023-05-12,74.20780
2023-05-11,74.26380
2023-05-10,74.11240
2023-05-09,73.70850
2023-05-08,73.70650
2023-05-05,72.79810
2023-05-04,72.91850
2023-05-03,72.01980
2023-05-02,71.94510
2023-04-28,71.97980
2023-04-27,70.83280
2023-04-26,70.26510
2023-04-25,70.26220
2023-04-24,70.13510
2023-04-21,70.04720
2023-04-20,69.88400
2023-04-19,70.09910
2023-04-18,70.28520
2023-04-17,69.92520
2023-04-13,70.00080
2023-04-12,69.88810
2023-04-11,69.47780
2023-04-10,68.87530
2023-04-06,69.07300
2023-04-05,68.80800
2023-04-03,68.13510
2023-03-31,67.54880
2023-03-29,66.72650
2023-03-28,65.99990
2023-03-27,66.02370
2023-03-24,66.23640
2023-03-23,66.78880
2023-03-22,66.89340
2023-03-21,66.50760
2023-03-20,66.32910
2023-03-17,66.87840
2023-03-16,66.68610
2023-03-15,66.40410
2023-03-14,66.48650
2023-03-13,67.03930
2023-03-10,67.96650
2023-03-09,68.44960
2023-03-08,69.03080
2023-03-06,69.15850
2023-03-03,68.72090
2023-03-02,68.54250
2023-03-01,68.92110
2023-02-28,68.38050
2023-02-27,68.48240
2023-02-24,68.71260
2023-02-23,68.70630
2023-02-22,68.92480
2023-02-21,69.94270
2023-02-20,69.94590
2023-02-17,70.00190
2023-02-16,70.58160
2023-02-15,70.06320
2023-02-14,69.18660
2023-02-13,68.96610
2023-02-10,69.81540
2023-02-09,69.81430
2023-02-08,69.66560
2023-02-07,68.88480
2023-02-06,68.79950
2023-02-03,68.93600
2023-02-02,68.52720
2023-02-01,68.57510
2023-01-31,68.34420
2023-01-30,68.48190
2023-01-27,68.05930
2023-01-25,68.44870
2023-01-24,69.23820
2023-01-23,69.36240
2023-01-20,69.02390
2023-01-19,69.49720
2023-01-18,70.04820
2023-01-17,69.86920
2023-01-16,69.65900
2023-01-13,70.26300
2023-01-12,70.10170
2023-01-11,70.03020
2023-01-10,70.32950
2023-01-09,70.68000
2023-01-06,70.00520
2023-01-05,70.78170
2023-01-04,71.62330
2023-01-03,72.43880
2023-01-02,72.14870
2022-12-30,72.11330
2022-12-29,72.32600
2022-12-28,72.23900
2022-12-27,72.26960
2022-12-26,71.80640
2022-12-23,70.96870
2022-12-22,72.42650
2022-12-21,72.99390
2022-12-20,73.60850
2022-12-19,73.75650
2022-12-16,73.05350
2022-12-15,74.00030
2022-12-14,74.79810
2022-12-13,74.29430
2022-12-12,73.81440
2022-12-09,73.72580
2022-12-08,74.08090
2022-12-07,74.20840
2022-12-06,74.57490
2022-12-05,74.58970
2022-12-02,74.55480
2022-12-01,74.71240
2022-11-30,74.36070
2022-11-29,73.80420
2022-11-28,73.75880
2022-11-25,73.40580
2022-11-24,73.48420
